Date,Time,Location,Operator,Flight,Route,ACType,Registration,cn/ln,Aboard,AboardPassangers,AboardCrew,Fatalities,FatalitiesPassangers,FatalitiesCrew,Ground,Summary
8/24/2003,14:00,"CapHaitien,Haiti",TropicalAirways,1301,CapHaitien-PortauPaix,Let420UVP-E,HH-TAD,861702,21,19,2,21,19,2,0,TheplanecrashedshortlyaftertakingofffromCapHaitienAirport.Witnessesreportedseeingsmokecomingoutofthebackoftheaircraft.Theplanethennosedivedintoasugarcanefieldandexploded.
09-11-2003,20:30,"NearSummerBeaver,Canada",WasayaAirways,125,PickleLake-SummerBeaver,Cessna208BGrandCaravan,C-FKAB,208B-0305,8,7,1,8,7,1,0,TheaircraftcrashedtenkilometersnorthwestofSummerBeaveronehourafterleavingPickleLakeAirport.Thunderstormactivitywasreportedalongtheroute.
9/19/2003,17:10,"DelRio,Texas",AmeristarJetCharter,982,ElPaso-DelRio,Learjet25B,N666TW,25-116,2,0,2,1,0,1,0,"Aftertouchingdowntheaircraftdidnotbrakecorrectlyandoverrantherunway,crashedintoacemeteryandburstintoflames.Thepilot'smisjudgeddistanceandspeedduringtheapproachtolanding,andhisfailuretoobtainthepropertouchdownpointresultinginanoverrun.Acontributingfactorwasthepilot'sfailuretoabortthelanding."
10-03-2003,21:25,"OffWaikanae,NewZealand",AirFreightNewZealand,642,Christchurch-PalmerstonNorth,ConvairCV-580F,ZK-KFU,17,2,0,2,2,0,2,0,"Whileatcrusingaltitude,onehouraftertakingoff,theaircraftsuddenlyexplodedinmidairforunknownreasons."
10/29/2003,8:51,"Cody,Wyoming",FedEx,8773,Casper-Cody,Cessna208BCaravanISuperCargomaster,N791FE,208-0289,1,0,1,1,0,1,0,"Whileonapproachafteran18minuteholdingpatternthecargoplanecrashedinasnowstormonahighwaybeforecomingtorestinAlkaliLakelocatedshortofrunway.Thepilot'sfailuretomaintainaircraftcontrol.Contributingfactorsincludethepilot'sfailuretodiverttoanalternateairport,aninadvertentstall,andthesnowandicingconditions."
11/29/2003,8:01,"Spokane,Washington",Ameriflight,1996,Seattle-Spokane,SwearingenSA227ATMerlinIVC,N439AF,AT-439B,1,0,1,1,0,1,0,"Thecargoplanestrucktreesonemileshortoftherunway.Thepilot-in-command'sfailuretomaintainproperglidepathalignmentduringanILSapproachinpoorweatherresultingincollisionwithtreesandterrain.Contributingfactorsweretheunreliablestatusoftheprimary(NAV1)ILSreceiver(leavingthepilotwithonlythesecondary(NAV2)ILSreceiver),thelowceilingsandtrees."
12/25/2003,14:55,"Cotonou,Benin",UniondesTransportsAeriensdeGuinee,141,"Conakry,Guinea-Cotonou,Benin-Beirut,Lebanon",BoeingB-727-223,3X-GDO,21370/1276,161,151,10,140,132,8,0,"TheB-727wasbarelyabletoclimbaftertakingofffromCotonouAirport.Thelandinggearstruckabuildinghousingelectronics,crashedthroughthebarrierfenceandbrokeupalongtheshorelineadjacenttotheairport.Theplanewasoverloadedby10tonsofcargowhichwasimproperlydistributed.Thepilotwastried,convictedandsentencedto20yearsinjailbyaLebanesecourt."
01-03-2004,4:44,"OffSharmelSheikh,Egypt",FlashAir,604,"SharmelSheikh,Egypt-Cairo,Egypt",BoeingB-737-3Q8,SU-ZCF,26283/2383,148,135,13,148,135,13,0,"Shortlyaftertakingoff,theaircraftcrashedintotheRedSea,7milessouthoftheairport.ThereweremostlyFrenchtouristsonboardheadinghomefromtheholidays.Possibly,thepilotsufferedspatialdisorientationandthecopilotwasunwillingtochallengehismoreexperiencedsuperior,however,nodecisivecausewaseverfound."
1/13/2004,19:40,"Tashkent,Uzbekistan",UzbekistanAirways,1154,Termez-Tashkent,YakovlevYAK-40,UK-87985,9540844,37,32,5,37,32,5,0,"Crashedwhileattemptingtolandinheavyfog.Theaircraftstruckastanchionofapproachlightsandflippedover,hittingtheoutsideofawallsurroundingthelandingarea.Crewerror."
02-10-2004,11:40,"Sharjah,UnitedArabEmirates",KishAirlines,1770,KishIsland-Sharjah,FokkerF-50,EP-LCA,20273,46,40,6,43,37,6,0,"Theaircraftcrashedonapproach,2milesshortoftherunwaywhileattemptinganemergencylandingatSharjah.Theplanecrashedmidwaybetweentworesidentialcompounds.Theflightdatarecordershowedthatthetwoengineswentintoreverse10secondsbeforetheaccident."
5/14/2004,18:30,"NearManaus,Brazil",RicoLinhasAereas,4815,SaoPaulo-Tefe-Manaus,Embraer120ERBrasilia,PT-WRO,120070,33,30,3,33,30,3,0,"TheplanedroppedoffradaratManaus'EduardoGomesInternationalAirportabout10milesfromtherunwayafteritsuspendedlandingprocedurestoallowanotherplanecarryingsickpeopleonthewaytoahospitaltoland.Theplanecrashedindensejungle,makingitdifficultforrescuecrewstoreachthewreckage."
5/25/2004,13:56,"NearLukla,Nepal",YetiAirlines,117,Katmandou-Lukla,deHavillandDHC-6TwinOtter300,9N-AFD,651,3,0,3,3,0,3,0,"WhileonapproachtoLukla,thecargoplanecrashedintoLamjuraHillinheavycloudcover.Hazardousbehaviorandattitudesofthecaptainsuchasover-confidence,beingcare-free,andnon-complianceoftheregulationscausedtheaccident."
06-08-2004,9:38,"OffLibreville,Gabon",GabonExpress,221,Libreville-Franceville,BAeHS-748-232Srs2A,TR-LFW,1611/82,30,26,4,19,18,1,0,Theaircraftnosedivedintotheseaabout100metersoffabeachshortlyaftertakingofffromLeonMbainternationalairport.Enginefailureforcedtheplanebacktowardstheairport.
8/13/2004,0:50,"Cincinnati,Ohio",AirTaroma,185,Memphis-Cincinnati,ConvairCV-580,N586P,68,2,0,2,1,0,1,0,"Whileonapproachatnight,,thecrewreportedenginetrouble.ShortlyaftertheaircraftcrashedonagolfcourseshortofRunway36R.Fuelstarvationresultingfromthecaptain'sdecisionnottofollowapprovedfuelcrossfeedprocedures.Contributingtotheaccidentwerethecaptain'sinadequatepreflightplanning,hissubsequentdistractionduringtheflight,andcontributingtotheaccidentwastheflightcrew'sfailuretomonitorthefuelgaugesandtorecognizethattheairplane'schanginghandlingcharacteristicswerecausedbyafuelimbalance."
8/24/2004,22:59,"NearRostov-on-Don,Russia",SibirAirlines,1047,Moscow-Sochi,Tupolev154B-2,RA-85556,82A-556,46,38,8,46,38,8,0,Theplanecrashed19minutesaftertakingofffromMoscow.ItcrashedalmostsimultaneouslywithaVolga-AviaExpressTupolov134whichcrashedat22:56.Detonationofanexposivedeviceaboard.
8/24/2004,22:56,"NearToula,Russia",Volga-AviaExpress,1303,Moscow-Volograd,Tupolev134A-3,RA-65080,60065,41,34,7,41,34,7,0,Theplanecrashed26minutesaftertakingofffromMoscow.Witnessesstatedtheysawtheplaneexplodeinmidairbeforecrashing.ItcrashedalmostsimultaneouslywithaSibirTupolov154whichcrashedat22:59.Detonationofanexposivedeviceaboard.
10/14/2004,3:56,"Halifax,NovaScotia,Canada",MKAirlines,1602,"WindsorLocks-Halifax-Zaragoza,Spain",Boeing747-244B-SF,9G-MKJ,22170,7,0,7,7,0,7,0,"Thecargoplanedidnotgainaltitudeandranofftheendoftherunwayandcrashedintoaforest.Theaircraft'sloweraftfuselagestruckabermsupportingalocalizerantenna,resultinginthetailseparatingfromtheaircraft,renderingtheaircraftuncontrollable.TheincorrectVspeedsandthrustsettingweretoolowtoenabletheaircrafttotakeoffsafelyfortheactualweightoftheaircraft.ThepilotsofMKA1602didnotcarryoutthegrosserrorcheckinaccordancewiththecompany'sstandardoperatingprocedures(SOPs),andtheincorrecttake-offperformancedatawerenotdetected.Crewfatigue."
10/14/2004,22:15,"JeffersonCity,Missouri",PinnacleAirlines/NorthwestAirlink,3701,LittleRock-Minneapolis,CanadairCRJ200LRRegionalJet,N8396A,10161,2,0,2,2,0,2,0,"Onanightrepositioningflight,whileenroute,thestickshakeractivatedseveraltimesbeforetheplaneenteredaaerodynamicstall.Almostsimultaneouslybothenginesstopped.Thecrewdeclaredanemergencybuttheplanedidnotmaketheairport,crashedandbrokeup.PC:Thepilots'unprofessionalbehavior,deviationfromstandardoperatingprocedures,andpoorairmanship,whichresultedinanin-flightemergencyfromwhichtheywereunabletorecover,inpartbecauseofthepilots'inadequatetrainingThepilots'failuretoprepareforanemergencylandinginatimelymanner,includingcommunicatingwithairtrafficcontrollersimmediatelyaftertheemergencyaboutthelossofbothenginesandtheavailabilityoflandingsitesandthepilots'failuretoachieveandmaintainthetargetairspeedinthedoubleenginefailurechecklist,whichcausedtheenginecorestostoprotatingandresultedinthecorelockenginecondition.Contributingtothisaccidentwastheenginecorelockcondition,whichpreventedatleastoneenginefrombeingrestarted,andtheairplaneflightmanualsthatdidnotcommunicatetopilotstheimportanceofmaintainingaminimumairspeedtokeeptheenginecoresrotating."
10/19/2004,7:45,"NearKirksville,Missouri",CorporateAirlines(AmericanConnection),5966,"St.Louis,MO-Kirkville,MO",BaeJetstream3201,N875JX,875,15,13,2,13,11,2,0,"Theturbopropcrashed4milessouthofKirksvillewhileonapproachtoKirksvilleMunicipalAirport.Theplaneclippedtreetopsbeforecrashingonitsbellyintoawoodedarea.Datashowtheplanedescendingthenclimbingslightlyinthelastfoursecondsbeforeimpact.Theplanelackedamodernterrainwarningsystemwhichwouldhavebeenrequiredequipmentthenextyear.Thepilots'failuretofollowestablishedproceduresandproperlyconductanonprecisioninstrumentapproachatnightininstrumentmeteorologicalconditions,includingtheirdescentbelowtheminimumdescentaltitudebeforerequiredvisualcueswereavailable(whichcontinuedunmoderateduntiltheairplanestruckthetrees)andtheirfailuretoadheretotheestablisheddivisionofdutiesbetweentheflyingandnonflyingpilots.Contributingtotheaccidentwerethepilots'failuretomakestandardcalloutsandthecurrentFederalAviationRegulationsthatallowpilotstodescendbelowtheMDAintoaregioninwhichsafeobstacleclearanceisnotassuredbaseduponseeingtheairportapproachlights.Thepilots'failuretoestablishandmaintainaprofessionaldemeanorduringtheflightandtheirfatiguelikelycontributedtotheirdegradedperformance."
11/18/2004,13:02,"Caracas,Venezuela",Venezolana,213,ElVigia-Caracas,BAe3101Jetstream31,YV-1083C,762,21,19,2,3,3,0,0,"Theaircraftwasarrivingonrunway09atSimonBolivarAirportwhenitdepartedtherightsideoftherunwayandcashedintotheairportfirehouse.Weatheratthetimeoftheaccidentwaspoor,withlowceilingandtorrentialrain."
11/28/2004,9:55,"Montrose,Colorado",GlowAir/AirCastle-Charter,73,"Montrose,CO-SouthBend,IN",CanadairCL-601-2A12Challenger,N873G,3009,6,3,3,3,1,2,0,"WhileattemptingtotakeofffromR31,theaircraftskiddedsidewaysofftherunwayandwentthroughaperimeterfence,rippingthecockpitfromthefuselageandburstingintoflames.Therewaslightsnowfallingwithfogandreducedvisibilityatthetimeoftheaccident.Also,thepilotchosetotakeofffroma7,500ft.runwayratherthanwaitforthe10,000ft.runwaytobeplowed.TheyoungestsonofNBCsportschairmanDickEbersolandactressSusanSaintJameskilled.St.Jameshadjustexitedtheaccidentvehiclebeforeittookoff.Theflightcrew'sfailuretoensurethattheairplane'swingswerefreeoficeorsnowcontaminationthataccumulatedwhiletheairplanewasontheground,whichresultedinanattemptedtakeoffwithupperwingcontaminationthatinducedtheasubsequentstallandcollisionwiththeground.Afactorcontributingtotheaccidentwasthepilots'lackofexperienceflyingduringwinterweatherconditions."
11/30/2004,18:14,"Solo,Indonesia",LionAir,583,"Jakarta,Indonesia-Solo,Indonesia",McDonnell-DouglasMD-82,PK-LMN,49189/1173,163,156,7,25,23,2,0,"Whileattemptingtoland,theplaneoverrantherunwayandcrashedthroughtheairportbarrierfence,intoaricefield,brokeintwoandcametorestatacemetery,300metersbeyondtherunway.Badweatherandamalfunctioningspoilermayhavecausedthecrash."
02-03-2005,17:00,"NearKabul,Afghanistan",KamAir,904,Herat-Kabul,BoeingB-737-200,EX-037,22075/630,104,96,8,104,96,8,0,"UnabletolandatKabulbecauseofablizzard,thecrewtriedtoreachPeshawar,Pakistanbutcrashedinto11,000ft.ChaperiMountainnearKabul."
05-02-2005,22:14,"NearStratford,NewZealand",AirworkNZ,23,Auckland-Blenheim,SwearingenSA.227ACMetroIII,ZK-POA,AC-551B,2,0,2,2,0,2,0,"Theplaneenteredaspiraldescentandbrokeup.Itfoundthecaptainnoticedafuelimbalanceandopenedthecrossfeed.Thisresultedintheplanebeingflownatalargesideslipanglewhilestillunderautopilotcontrol,bymeansoftheruddertrimmechanism.Forty-sevensecondsafterthecrossflowwasopened,therewasa""bankangle""warning,followedbyawarningchimethatwaspresumablyawarningtheywerestrayingfromtheircorrectaltitude.Theautopilotdisengaging,probablyduetoaservoreachingitstorquelimit.Thismeantthattherewasnocompensationappliedfortheruddertriminput,andtheplaneenteredarollandsteepdescent,disintegratingaroundFL199.Theinvestigationfoundpoorvisibilityatnightinlowcloudwasafactorinpreventingthepilotsrealizingsooner."
06-02-2005,11:15,"Khartoom,Sudan",MarslandAviation,430,Kartoom-ElObeid-ElFasher,AntonovAN-24B,ST-WAL,6991004,42,36,6,7,6,1,0,TheplanecrashedduringtakeoffafterafireeruptedintheNo.1engine.Thecrewabortedthetakeoffbutcrashedattheendoftherunway.
08-02-2005,16:04,"Toronto,Canada",AirFrance,358,"Paris,France-TorontoCanada",AirbusA-340,F-GLZQ,289,309,297,12,0,0,0,0,"Theplanelandedalmosthalf-waydownRunway24,overrantherunway,brokeintwoandcaughtfire.Therewasseverethunderstormsatthetimeofthelandingwithrain,lightningandhail.All309aboardescaped.Therewere43injuries.Thepilotlandedtheplanetoofardowntherain-slickrunwaymakingitvirtuallyimpossibletostoptheplanebeforeitranofftherunway.Inaddition,thereversethrustwasnotemployeduntil17secondsafterthewheelstoucheddown."
08-06-2005,15:40,"OffPalermo,Italy",Tuninter,1153,"Bari,Italy-Djerba,Tunisia",ATR-72-202,TS-LBB,258,39,35,4,16,14,2,0,"TheaircraftdevelopedenginetroublewhileenroutefromBariItalytoDjerba,TunisiaThecrewcontactedPalermoATCforanemergencylandingbutditchedintotheseaapproximately19milesnorthofPalermo.Thepilotreportedthatbothengineshadfailed.Fuelstarvation.ThemaintenancecrewincorrectlyinstalledafuelgaugeforaATR-42ontheATR-72.Bothinstrumentslookverysimilar.Acontributingfactorwasthefailureofthecrewtocarryoutproperemergencyproceduresoncetheplaneranoutoffuel.InMarch2009,anItaliancourtsentencedthepilot,to10yearsofjailformanslaughter.Prosecutorssaidthataftertheplane'senginesstoppedfunctioning,Garbifailedtofollowemergencyprocedures,andthathecouldpossiblyhavereachedrunway25ofPalermo""PuntaRaisi""Airport,oreventhestandardrunway20.Witnessessayhesuccumbedtopanicandbeganprayingoutloud,ratherthanattemptingtomaneuvertheplanetothenearestairport."
8/14/2005,12:20,"NearGrammatikos,Greece",HeliosAirways,522,"Larnaca,Cyprus-Athens,Greece-Prague,CzechRepublic",Boeing737-31S,5B-DBY,29099/2982,121,115,6,121,115,6,0,"WhileflyingatFL340towardsAthensthecrewreportedproblemswiththeirairconditioningsystem.AstheairlinerenteredGreekairspaceATClostcontactwiththeplane.TwoGreekF-16fightersweredispatchedtointercepttheplane.TheF-16pilotsreportedthatonepilotwasnotinthecockpitandtheotherwasslumpedoverthecontrols.Theyalsosaidoxygenmaskshaddeployedinthecabin.TheplanecontinuedonitsprogrammedroutetoaholdingpatternoffthecoastofGreeceandflewincirclesfortwohours.Meanwhile,atleasttwoflightattendantshadstayedawakeusingportableoxygenbottlesbuttheycouldn'tgetthroughthelocked,terrorist-proofcockpitdoor.Itwasonlywhenoneenginefailedfromfuelstarvationthatthecomputer-controlledsystemsaboardtheplaneunlockedthedoor.Theplanecontinuedontrackuntilitcrashedintomountainousterrainabout25milesnorthofAthens.CVRtapesshowedthatastudentpilot/flightattendant,AndreasProdromou,wasatthecontrolsoftheaircraftandtriedtosendaMaydaymessagetwicebuttheradiowassettothewrongfrequency.Thecabinpressurecontrolhadbeenleftinthemanual,insteadofautopositionbymaintenanceworkers.Theerrorwasnotpickedupbythetwopilotsduringthreesubsequentchecklists.Theyfailedtorespondtowarningsasoxygenmasksfellinthepassengercabinwhicheventuallyledtothetwopilotslosingconsciousnessandtheplanecrashing."
8/16/2005,3:30,"NearLaCucharita,Venezuela",WestCaribbeanAirways,708,"PanamaCity-FortdeFrance,Martinique",McDonnellDouglasMD-82,HK-4374X,49484/1315,160,152,8,160,152,8,0,"Whileenroute,thecrewreportedenginetroublewithbothenginesandplanedtodiverttoCaracas.TheplanebeganlosingaltitudeandeventuallycrashedintheSierradePerijamountainsontheColumbian-Venezuelanborder.TheautopilotmighthavereducedenginepowertoomuchafterarapidclimbtoFL330,allowingairspeedtobleedofftothepointofastall.Alsothedatarecordershowedthatratherthanpushthenoseovertorecoverfromthestall,thepilotsheldtheyoketotheirchestsallthewaytotheground.Ithasalsobeensuggestingthatabuildupoficeinsideeachengine'sPT2probewasresponsiblefortheaccident."
8/23/2005,15:06,"NearPucallpa,Peru",TANSPeru,204,Lima-Pucallpa-Iquitos,BoeingB-737-244,OB-1809,22580/87,98,92,6,40,36,4,0,"TheplanewasabouttolandatPucallpawhenitranintostrongwindsfromatropicalstorm.Thepilottriedtomakeanemergencylandingwithoutitslandinggearonaroadnearthejungleairport.Theplanecrashed,brokeupandcaughtfireabout2milesfromtheairport.Passengersreportedheavyturbulenceandflameswhentheplanecrashed.Theexactcauseofthecrashisstillunknown,butitisbelievedthattheplanewasmakinganemergencylandingbecauseofahailstorm."
09-05-2005,9:40,"Medan,Indonesia",MandalaAirlines,91,Medan-Jakarta,Boeing737-230,PK-RIM,22136/738,117,112,5,99,94,5,44,"Secondsaftertakingoffthejetlinershookviolently,veeredtotheleftandcrashedintoaresidentialneighborhood500yardspasttheendoftherunway.Itisspeculatedthattheplanewasoverloaded."
10/22/2005,20:40,"Lisa,Nigeria",BellviewAirlines,3210,Lagos-Abuja,BoeingB-737-2L9,5N-BFN,22734/818,117,111,6,117,111,6,0,"ThetowerlostsightandcontactwiththeplaneaboutfiveminutesaftertakingofffromMurtalaMuhammadInternationalairport.Theplanecrashedabout30milesnorthofLagos.Astormwaspassingthroughtheairportataboutthetimetheaircrafttookoff.Acombinationofpoormaintenanceoftheplanebythegroundcrewtogetherwithalightningstriketotherightwingoftheplanecausedtherightenginetoignite,causingtheaircrafttobankheavilytotheleftandeventuallylosecontrol."
12-08-2005,19:15,"Chicago,Illinois",SouthwestAirlines,1248,"Baltimore,Maryland-Chicago,Illinois-LasVegas,Nevada",BoeingB-737-7H4,N471WN,32471/1535,103,98,5,0,0,0,1,"ThejetlinerslidoffRunway13CatChicago'sMidwayAirport,wentthroughanairportboundaryfenceandcrashedintotwovehiclesatanearbyintersection,killingayoung6-year-oldboy.Heavysnowwasfallingatthetimeoftheaccident.Theplanehadcircledtheairportfor30to35minutesbeforeattemptingtoland.Thepilots'failuretouseavailablereversethrustinatimelymannertosafelysloworstoptheairplaneafterlanding,whichresultedinarunwayoverrun.Thisfailureoccurredbecausethepilots'firstexperienceandlackoffamiliaritywiththeairplane'sautobrakesystemdistractedthemfromthrustreverserusageduringthechallenginglanding.ContributingtotheaccidentwereSouthwestAirline's1)failuretoprovideitspilotswithclearandconsistentguidanceandtrainingregardingcompanypoliciesandproceduresrelatedtoarrivallandingdistancecalculations;2)programminganddesignofitsonboardperformancecomputer,whichdidnotpresentinherentassumptionsintheprogramcriticaltopilotdecisionmaking;3)plantoimplementnewautobrakeprocedureswithoutafamiliarizationperiod;and4)failuretoincludeamarginofsafetyinthearrivalassessmenttoaccountforoperationaluncertainties.Alsocontributingtotheaccidentwasthepilots'failuretodiverttoanotherairportgivenreportsthatincludedpoorbrakingactionandatailwindcomponentgreaterthan5knots.Contributingtotheseverityoftheaccidentwastheabsenceofanengineeringmaterialsarrestingsystem,whichwasneededbecauseofthelimitedrunwaysafetyareabeyondthedepartureendofrunway31C."
12-10-2005,14:08,"NearPortHarcourt,Nigeria",SosolisoAirlines,1145,Abuja-PortHarcourt,McDonnellDC-9-32,5N-BFD,47562/685,110,103,7,108,101,7,0,"Theplanecrash-landedandburstintoflamesinalightningstormwhileattemptingtolandatPortHarcourtAirport.Piloterror.Thecrew'sdecisiontocontinuetoapproachbelowthedecisionaltitudewithouthavingtherunwayinsight.ItwasrecommendedtoimprovethetrainingofNigerianpilotstorecognizeandrecoverfromadverseweatherconditionsincludingwindshear.Also,airportsandaircraftshouldbeequippedwithinstrumentstodetectwindshear.Inaddition,itwasrecommendedthatairportsandaircraftbeequippedwithinstrumentstodetectwindshear."
12/19/2005,14:40,"OffMiamiBeach,Florida",Chalk'sOceanAirways,101,"Miami,Florida-Bimini,Bahamas",GrummanG73TTurboMallard,N2969,J-27,20,18,2,20,18,2,0,"TheseaplanecrashedoffMiamiBeachnexttoajettyasitwastakingoff.Therewasanexplosionandfireandtherightwingseparatedpriortotheplaneimpactingthewater.Examinationofthewreckagerevealedfatiguecracksintherightwing.ThefailureofChalk'sOceanAirways'maintenanceprogramtoidentifyandproperlyrepairfatiguecracksinthewing,andthefailureoftheFAAtodetectandcorrectdeficienciesinthecompany'smaintenanceprogram.Althougha16-inchcrackinthewinghadbeenpatched,amoresignificantflawinanearbysupportbeamhadn'tbeenrepaired.Thecarrierhadnorecordofpatchingthecrack."
